event_type,repo,actor,created_at,text,in_reply_to
IssueCommentEvent,langchain-ai/langchain,ccurme,2025-01-21T16:16:58Z,"Hi @abhishekpatil4,

For `libs/packages.yml`, you should be able to add:
```
- name: composio-langchain
  path: python/plugins/langchain
  repo: ComposioHQ/composio
  provider_page: composio
  downloads: 0
```
The path just captures the location of the specific langchain package in the `composio` repo. (The downloads figure will be auto-populated when the docs are generated.)

Docs lint is failing because the `docs/docs/integrations/tools/composio.ipynb` page is missing headers. We check that pages are conforming to a [template](https://github.com/langchain-ai/langchain/blob/master/libs/cli/langchain_cli/integration_template/docs/tools.ipynb). If you add the missing headers then CI should pass:
```
- ## Overview
- ## Setup
- ## Instantiation
- ## Invocation
- ## Chaining
- ## API reference
```",
IssueCommentEvent,ollama/ollama,rick-github,2025-01-21T16:20:12Z,[Server logs](https://github.com/ollama/ollama/blob/main/docs/troubleshooting.md#how-to-troubleshoot-issues).,
IssuesEvent,langchain-ai/langchain,kientv,2025-01-21T16:33:50Z,"TracedAsyncStream.__getattr__' was never awaited ### Checked other resources

- [x] I added a very descriptive title to this issue.
- [x] I searched the LangChain documentation with the integrated search.
- [x] I used the GitHub search to find a similar question and didn't find it.
- [x] I am sure that this is a bug in LangChain rather than my code.
- [x] The bug is not resolved by updating to the latest stable version of LangChain (or the specific integration package).

### Example Code

venv/lib/python3.11/site-packages/langchain_openai/chat_models/base.py:917

### Error Message and Stack Trace (if applicable)

venv/lib/python3.11/site-packages/langchain_openai/chat_models/base.py:917: RuntimeWarning: coroutine 'async_chat_completions.<locals>.TracedAsyncStream.__getattr__' was never awaited
  if hasattr(response, ""get_final_completion"") and ""response_format"" in payload:
RuntimeWarning: Enable tracemalloc to get the object allocation traceback


### Description

Gemini is working wit",
IssueCommentEvent,ollama/ollama,yuimbo,2025-01-21T16:38:00Z,"```
2025/01/21 16:49:41 routes.go:1187: INFO server config env=""map[HTTPS_PROXY: HTTP_PROXY: NO_PROXY: OLLAMA_DEBUG:false OLLAMA_FLASH_ATTENTION:false OLLAMA_GPU_OVERHEAD:0 OLLAMA_HOST:http://127.0.0.1:11434 OLLAMA_KEEP_ALIVE:5m0s OLLAMA_KV_CACHE_TYPE: OLLAMA_LLM_LIBRARY: OLLAMA_LOAD_TIMEOUT:5m0s OLLAMA_MAX_LOADED_MODELS:0 OLLAMA_MAX_QUEUE:512 OLLAMA_MODELS:/Users/username/.ollama/models OLLAMA_MULTIUSER_CACHE:false OLLAMA_NOHISTORY:false OLLAMA_NOPRUNE:false OLLAMA_NUM_PARALLEL:0 OLLAMA_ORIGINS:[http://localhost https://localhost http://localhost:* https://localhost:* http://127.0.0.1 https://127.0.0.1 http://127.0.0.1:* https://127.0.0.1:* http://0.0.0.0 https://0.0.0.0 http://0.0.0.0:* https://0.0.0.0:* app://* file://* tauri://* vscode-webview://*] OLLAMA_SCHED_SPREAD:false http_proxy: https_proxy: no_proxy:]""
```

I can see in server log that it seems to resolve to the default folder instead `OLLAMA_MODELS:/Users/username/.ollama/models`.



Possibly related to this earlier:
```
2",
IssueCommentEvent,ollama/ollama,rick-github,2025-01-21T16:46:22Z,"Are you sure OLLAMA_MODELS is set in the launch context?  What does the following show:
```sh
launchctl getenv OLLAMA_MODELS
```",
IssuesEvent,langchain-ai/langchain,IngLP,2025-01-21T16:46:58Z,"Redis cache ValidationError on retrieval ### Checked other resources

- [X] I added a very descriptive title to this issue.
- [X] I searched the LangChain documentation with the integrated search.
- [X] I used the GitHub search to find a similar question and didn't find it.
- [X] I am sure that this is a bug in LangChain rather than my code.
- [X] The bug is not resolved by updating to the latest stable version of LangChain (or the specific integration package).

### Example Code

Create a RedisCache:
```python
from langchain_community.cache import RedisCache
from redis import Redis
cache = RedisCache(
    redis_=Redis(host=os.environ.get(""REDIS_HOST"", ""redis"")), ttl=3600 * 24 * 30
)
```

Just use it, this is my code
```python
llm = ChatOpenAI(
    model=""gpt-4o-2024-08-06"",
    temperature=0,
    callbacks=[CallbackHandler()],
    cache=cache,
)
structured_llm = llm.with_structured_output(output_class, method=""json_schema"")
chain = prompt | structured_llm
",
IssueCommentEvent,langchain-ai/langchain,ccurme,2025-01-21T17:03:35Z,Thanks for reporting this. Can you please provide a minimal reproducible example we can run to generate the error?,
PullRequestEvent,ollama/ollama,jmorganca,2025-01-21T17:29:01Z,"Remove tfs_z from documentation. tfs_z was removed from llama.cpp in https://github.com/ggerganov/llama.cpp/pull/10071 and the vendor sync in https://github.com/ollama/ollama/pull/7875 propagated it into ollama.

Fixes: https://github.com/ollama/ollama/issues/8514",
IssuesEvent,ollama/ollama,jmorganca,2025-01-21T17:29:02Z,"Error: unknown parameter 'tfs_z' ### What is the issue?

```
PS C:\Projects\project> ollama cp llama3.1 project
copied 'llama3.1' to 'project'
PS C:\Projects\project> ollama create project -f modelfile
gathering model components 
Error: unknown parameter 'tfs_z'
```

By specifying the tfs_z parameter in Modelfile I get an error that this parameter is unknown, however in previous versions of ollama (<0.5.0) it worked stably.

This parameter appears in the documentation https://github.com/ollama/ollama/blob/main/docs/modelfile.md, but creating a model with it is impossible.

### OS

Windows

### GPU

Nvidia

### CPU

AMD

### Ollama version

0.5.7",
IssuesEvent,deepseek-ai/DeepSeek-R1,cat-state,2025-01-21T17:42:22Z,System Prompts for Distilled Models what are the system prompts for the r1 distilled models?,
IssueCommentEvent,ollama/ollama,MaxAkbar,2025-01-21T17:42:28Z,"@rick-github Strange I tried it this morning and yes, the responses are similar. Last night I was getting responses that were different and from the console it was specific to what the model could do. This is from memory:
generating human like text
answering questions
language assistance
I remember something about reasoning
explaining concepts

I thought it was related to this [Phi-4 Finetuning + Bug Fixes by Unsloth](https://unsloth.ai/blog/phi4) but when I downloaded their model from [huggingface.co/unsloth](https://huggingface.co/unsloth/phi-4-GGUF) got same results.

I did notice that when I run the model in via LM Studio, I get the expected results.

I will try it again later tonight with a few different prompts and see what I get back. 

Thank you.",
PullRequestEvent,langchain-ai/langchain,sardanabhav,2025-01-21T17:45:02Z,"community: Fix for Pydantic model validator of GoogleApiClient 
- [ *] **PR message**: ***Delete this entire checklist*** and replace with
    - **Description:** Fix for pedantic model validator for GoogleApiHandler
    - **Issue:** the issue #29165 

- [ *] **Lint and test**: Run `make format`, `make lint` and `make test` from the root of the package(s) you've modified.",
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T17:45:07Z,"[vc]: #c3MDiERAbV6Y+tUXsJHuNu2CKOBdUnZhCGCLf/sC/SA=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJyb290RGlyZWN0b3J5IjoiZG9jcyIsImluc3BlY3RvclVybCI6Imh0dHBzOi8vdmVyY2VsLmNvbS9sYW5nY2hhaW4vbGFuZ2NoYWluL0RNaGg4MlludkppRnNTYmpyclV2MmJ6a1JMbXkiLCJwcmV2aWV3VXJsIjoibGFuZ2NoYWluLWdpdC1mb3JrLXNhcmRhbmFiaGF2LWdvb2dsZWFwaWJ1Z2ZpeC1sYW5nY2hhaW4udmVyY2VsLmFwcCIsIm5leHRDb21taXRTdGF0dXMiOiJQRU5ESU5HIiwibGl2ZUZlZWRiYWNrIjp7InJlc29sdmVkIjowLCJ1bnJlc29sdmVkIjowLCJ0b3RhbCI6MCwibGluayI6ImxhbmdjaGFpbi1naXQtZm9yay1zYXJkYW5hYmhhdi1nb29nbGVhcGlidWdmaXgtbGFuZ2NoYWluLnZlcmNlbC5hcHAifX1dfQ==
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/DMhh82YnvJiFsSbjrrUv2bzkRLmy)) | [Visit Preview](https://langchain-git-fork-sardan",
IssueCommentEvent,ollama/ollama,thyarles,2025-01-21T18:10:51Z,"Hi there! Just call like this
```
OLLAMA_VERSION=0.5.6 curl -fsSL https://ollama.com/install.sh | sh
```",
IssueCommentEvent,langchain-ai/langchain,echarlaix,2025-01-21T18:16:39Z,@efriis let me know if you need any additional modifications ,
IssueCommentEvent,ollama/ollama,rick-github,2025-01-21T18:21:01Z,Could be that the API request exceeds the context window.  [Server logs](https://github.com/ollama/ollama/blob/main/docs/troubleshooting.md#how-to-troubleshoot-issues) might show more.,
PullRequestReviewCommentEvent,langchain-ai/langchain,ccurme,2025-01-21T18:24:14Z,"Do we intend to check `is None` here? If it's None, wouldn't `values.kwargs` raise `AttributeError`?",
PullRequestEvent,langchain-ai/langchain,ccurme,2025-01-21T18:29:55Z,core: Auto-fix some docstrings,
IssueCommentEvent,ollama/ollama,pippo73,2025-01-21T18:31:06Z,"Hi all, 
Sorry if I'm too rookie but it is the firs time I'm using a MacOS device.
I'm using a brand new Mac Mini M4.
I've installed brew and then ollama.
As many of you I'm not able to set ollama to listen on a address different then 127.0.0.1 :-(

this are the data I can give:

```
% brew services start ollama -d
/opt/homebrew/Library/Homebrew/brew.rb (Formulary::FromAPILoader): loading ollama
==> /bin/launchctl print gui/501/homebrew.mxcl.ollama

==> Successfully started `ollama` (label: homebrew.mxcl.ollama)

```


```
 % brew services info ollama -d
/opt/homebrew/Library/Homebrew/brew.rb (Formulary::FromAPILoader): loading ollama
==> /bin/launchctl list homebrew.mxcl.ollama
{
        ""StandardOutPath"" = ""/opt/homebrew/var/log/ollama.log"";
        ""LimitLoadToSessionType"" = ""Aqua"";
        ""StandardErrorPath"" = ""/opt/homebrew/var/log/ollama.log"";
        ""Label"" = ""homebrew.mxcl.ollama"";
        ""OnDemand"" = false;
        ""LastExitStatus"" = 0;
        ""PID"" = 24901;
        ""Progr",
PullRequestReviewCommentEvent,langchain-ai/langchain,sardanabhav,2025-01-21T18:49:23Z,Fixed it. Please review.,1924190881.0
PullRequestEvent,deepseek-ai/DeepSeek-R1,Ishan-Karpe,2025-01-21T19:08:40Z,Update README.md Fixed some spelling errors and incorrect grammar,
IssueCommentEvent,langchain-ai/langchain,Thejaswi05,2025-01-21T19:36:36Z,"@efriis do you expect the changes in the documentation for the tools and integrations using `initialize_agent'  listed at the bottom of the page you shared? 

Such as: 
[AINetwork Toolkit](https://python.langchain.com/docs/integrations/tools/ainetwork/)

[AWS Lambda](https://python.langchain.com/docs/integrations/tools/awslambda/)",
IssueCommentEvent,ollama/ollama,Abhishek21k,2025-01-21T19:37:15Z,"still facing this issue
",
IssueCommentEvent,ollama/ollama,arbv,2025-01-21T19:49:39Z,Please consider adding this as it is an enabler for some ARM SBCs.,
IssueCommentEvent,ollama/ollama,RubenMercadePrieto,2025-01-21T19:56:16Z,"using 0.5.7 in windows: with WSL it works, with the windows Ollama-windows-amd64.zip standalone it doesnt",
PullRequestEvent,langchain-ai/langchain,ccurme,2025-01-21T20:17:45Z,"community: Fix for Pydantic model validator of GoogleApiClient 
- [ *] **PR message**: ***Delete this entire checklist*** and replace with
    - **Description:** Fix for pedantic model validator for GoogleApiHandler
    - **Issue:** the issue #29165 

- [ *] **Lint and test**: Run `make format`, `make lint` and `make test` from the root of the package(s) you've modified.",
IssueCommentEvent,ollama/ollama,pdevine,2025-01-21T20:32:45Z,Just make certain both the client and the server are up-to-date. Can you do `ollama -v`?,
IssuesEvent,deepseek-ai/DeepSeek-R1,EsteraCodes,2025-01-21T20:40:28Z,"Weird Censorship AI seems to avoid responses when asked about the history of China from the 1980's to 1990's... Odd, isn't the model trained on information all the way up to 2023?",
IssueCommentEvent,langchain-ai/langchain,WendyX94,2025-01-21T20:48:03Z,same error. any help? ,
PullRequestReviewCommentEvent,ollama/ollama,Th3On3,2025-01-21T21:17:50Z,"I changed the commit, i delete ollama binaries after ollama libraries. You can check last commit.

Thank you. ",1921617062.0
IssuesEvent,langchain-ai/langchain,efriis,2025-01-21T21:29:54Z,"Debugging dependency conflicts is difficult ### Privileged issue

- [x] I am a LangChain maintainer, or was asked directly by a LangChain maintainer to create an issue here.

### Issue Content

LangChain's variety of python packages sometimes lead to conflicts with each other if you install ""latest"" versions at different times, or if you intentionally install old versions of some packages but not others.

We would like to make this easier to debug.

We have a sense of a few common conflicting cases that are all resolvable by running `pip install -U langchain-core langchain-anthropic ...` to upgrade the whole set of langchain packages, and we'd love to hear about conflicts that could be happening externally.

If you see dependency resolver issues with {pip, poetry, uv, etc.} please 

1. write the command you were running (e.g. `pip install ...`)
2. paste resolution errors of them
3. paste the output of `pip freeze`

### Example comment

I ran 
```
pip install langchain
pip install langc",
